density,wind_speed,direction,strategy,perc_burned,perc_preburned,village_damaged
90,23,8,Diagonal,96.42,1.65,True
50,0,1,Omnidirectional,94.73,1.69,True
50,3,1,Omnidirectional,94.85,1.65,True
50,3,2,Omnidirectional,95.01,1.67,True
50,3,3,Omnidirectional,95.07,1.64,True
50,3,4,Omnidirectional,95.42,1.68,True
50,3,5,Omnidirectional,95.13,1.66,True
50,3,6,Omnidirectional,95.28,1.65,True
50,3,7,Omnidirectional,95.00,1.66,True
50,3,8,Omnidirectional,95.27,1.69,True
50,7,1,Omnidirectional,94.97,1.67,True
50,7,2,Omnidirectional,95.42,1.65,True
50,7,3,Omnidirectional,95.21,1.66,True
50,7,4,Omnidirectional,95.35,1.63,True
50,7,5,Omnidirectional,95.15,1.65,True
50,7,6,Omnidirectional,95.25,1.68,True
50,7,7,Omnidirectional,95.30,1.65,True
50,7,8,Omnidirectional,95.19,1.66,True
50,23,1,Omnidirectional,1.95,6.02,False
50,23,2,Omnidirectional,2.05,5.87,False
50,23,3,Omnidirectional,94.97,1.64,True
50,23,4,Omnidirectional,2.00,5.98,False
50,23,5,Omnidirectional,1.91,6.13,False
50,23,6,Omnidirectional,2.05,5.96,False
50,23,7,Omnidirectional,2.10,6.10,False
50,23,8,Omnidirectional,1.90,5.94,False
55,0,1,Omnidirectional,1.77,6.03,False
55,3,1,Omnidirectional,1.68,6.08,False
55,3,2,Omnidirectional,1.85,5.94,False
55,3,3,Omnidirectional,1.89,6.04,False
55,3,4,Omnidirectional,1.98,5.89,False
55,3,5,Omnidirectional,1.62,5.96,False
55,3,6,Omnidirectional,95.49,1.64,True
55,3,7,Omnidirectional,1.70,6.00,False
55,3,8,Omnidirectional,2.28,5.94,False
55,7,1,Omnidirectional,2.33,6.14,False
55,7,2,Omnidirectional,2.35,5.99,False
55,7,3,Omnidirectional,2.02,6.10,False
55,7,4,Omnidirectional,2.33,5.87,False
55,7,5,Omnidirectional,2.22,6.05,False
55,7,6,Omnidirectional,1.84,6.06,False
55,7,7,Omnidirectional,1.96,6.00,False
55,7,8,Omnidirectional,2.53,5.99,False
55,23,1,Omnidirectional,2.32,6.00,False
55,23,2,Omnidirectional,2.63,6.05,False
55,23,3,Omnidirectional,2.35,6.02,False
55,23,4,Omnidirectional,2.23,6.02,False
55,23,5,Omnidirectional,2.16,6.05,False
55,23,6,Omnidirectional,2.01,6.04,False
55,23,7,Omnidirectional,2.03,6.18,False
55,23,8,Omnidirectional,2.54,5.99,False
60,0,1,Omnidirectional,2.18,6.07,False
60,3,1,Omnidirectional,2.32,6.02,False
60,3,2,Omnidirectional,2.38,6.02,False
60,3,3,Omnidirectional,2.01,6.11,False
60,3,4,Omnidirectional,2.34,6.10,False
60,3,5,Omnidirectional,1.74,6.01,False
60,3,6,Omnidirectional,2.23,5.95,False
60,3,7,Omnidirectional,2.19,6.01,False
60,3,8,Omnidirectional,2.70,6.03,False
60,7,1,Omnidirectional,2.00,6.15,False
60,7,2,Omnidirectional,2.86,6.04,False
60,7,3,Omnidirectional,2.78,6.07,False
60,7,4,Omnidirectional,1.99,5.95,False
60,7,5,Omnidirectional,3.09,5.99,False
60,7,6,Omnidirectional,2.98,6.10,False
60,7,7,Omnidirectional,2.36,6.13,False
60,7,8,Omnidirectional,2.89,6.00,False
60,23,1,Omnidirectional,2.58,6.05,False
60,23,2,Omnidirectional,2.84,5.99,False
60,23,3,Omnidirectional,3.45,5.99,False
60,23,4,Omnidirectional,3.01,5.98,False
60,23,5,Omnidirectional,2.75,6.07,False
60,23,6,Omnidirectional,3.02,6.03,False
60,23,7,Omnidirectional,3.11,6.05,False
60,23,8,Omnidirectional,2.59,6.06,False
65,0,1,Omnidirectional,1.95,5.92,False
65,3,1,Omnidirectional,3.13,5.97,False
65,3,2,Omnidirectional,2.50,6.13,False
65,3,3,Omnidirectional,2.53,6.08,False
65,3,4,Omnidirectional,1.91,6.01,False
65,3,5,Omnidirectional,1.81,6.04,False
65,3,6,Omnidirectional,2.63,6.15,False
65,3,7,Omnidirectional,2.56,5.94,False
65,3,8,Omnidirectional,2.40,5.91,False
65,7,1,Omnidirectional,2.68,5.91,False
65,7,2,Omnidirectional,2.63,6.03,False
65,7,3,Omnidirectional,3.75,6.04,False
65,7,4,Omnidirectional,2.50,5.99,False
65,7,5,Omnidirectional,2.69,5.98,False
65,7,6,Omnidirectional,4.45,5.99,False
65,7,7,Omnidirectional,3.61,6.07,False
65,7,8,Omnidirectional,3.22,5.97,False
65,23,1,Omnidirectional,4.23,6.00,False
65,23,2,Omnidirectional,1.90,6.08,False
65,23,3,Omnidirectional,4.37,6.09,False
65,23,4,Omnidirectional,2.96,6.00,False
65,23,5,Omnidirectional,4.37,6.12,False
65,23,6,Omnidirectional,3.86,5.96,False
65,23,7,Omnidirectional,1.98,6.03,False
65,23,8,Omnidirectional,3.77,6.00,False
70,0,1,Omnidirectional,3.83,5.96,False
70,3,1,Omnidirectional,4.42,5.98,False
70,3,2,Omnidirectional,3.51,5.95,False
70,3,3,Omnidirectional,3.28,6.06,False
70,3,4,Omnidirectional,4.03,5.96,False
70,3,5,Omnidirectional,4.09,6.01,False
70,3,6,Omnidirectional,2.84,6.10,False
70,3,7,Omnidirectional,3.63,5.94,False
70,3,8,Omnidirectional,4.15,5.99,False
70,7,1,Omnidirectional,3.06,5.94,False
70,7,2,Omnidirectional,4.09,5.98,False
70,7,3,Omnidirectional,3.34,5.88,False
70,7,4,Omnidirectional,6.59,6.00,False
70,7,5,Omnidirectional,3.47,5.99,False
70,7,6,Omnidirectional,5.09,6.02,False
70,7,7,Omnidirectional,3.70,5.99,False
70,7,8,Omnidirectional,3.85,6.01,False
70,23,1,Omnidirectional,5.86,6.01,False
70,23,2,Omnidirectional,7.13,5.96,False
70,23,3,Omnidirectional,6.69,6.04,False
70,23,4,Omnidirectional,4.89,5.95,False
70,23,5,Omnidirectional,6.82,6.00,False
70,23,6,Omnidirectional,9.29,6.03,False
70,23,7,Omnidirectional,12.60,6.00,False
70,23,8,Omnidirectional,8.95,5.97,False
75,0,1,Omnidirectional,4.93,5.94,False
75,3,1,Omnidirectional,4.73,5.95,False
75,3,2,Omnidirectional,1.84,5.97,False
75,3,3,Omnidirectional,4.99,5.95,False
75,3,4,Omnidirectional,5.41,5.97,False
75,3,5,Omnidirectional,5.76,6.01,False
75,3,6,Omnidirectional,6.29,5.97,False
75,3,7,Omnidirectional,5.80,6.05,False
75,3,8,Omnidirectional,6.72,5.99,False
75,7,1,Omnidirectional,4.64,5.98,False
75,7,2,Omnidirectional,5.57,6.05,False
75,7,3,Omnidirectional,5.97,6.09,False
75,7,4,Omnidirectional,5.44,6.14,False
75,7,5,Omnidirectional,9.01,6.04,False
75,7,6,Omnidirectional,10.61,5.93,False
75,7,7,Omnidirectional,14.10,5.98,False
75,7,8,Omnidirectional,14.42,6.09,False
75,23,1,Omnidirectional,19.08,6.02,False
75,23,2,Omnidirectional,8.52,6.04,False
75,23,3,Omnidirectional,6.20,6.03,False
75,23,4,Omnidirectional,10.65,6.09,False
75,23,5,Omnidirectional,21.93,5.97,False
75,23,6,Omnidirectional,5.43,6.09,False
75,23,7,Omnidirectional,42.33,6.10,True
75,23,8,Omnidirectional,41.05,5.96,True
80,0,1,Omnidirectional,6.69,6.01,False
80,3,1,Omnidirectional,1.77,5.69,False
80,3,2,Omnidirectional,9.74,6.06,False
80,3,3,Omnidirectional,5.59,6.02,False
80,3,4,Omnidirectional,8.42,6.02,False
80,3,5,Omnidirectional,2.24,6.08,False
80,3,6,Omnidirectional,8.94,6.02,False
80,3,7,Omnidirectional,8.05,5.98,False
80,3,8,Omnidirectional,5.00,5.97,False
80,7,1,Omnidirectional,27.34,6.02,False
80,7,2,Omnidirectional,12.85,6.05,False
80,7,3,Omnidirectional,8.64,6.05,False
80,7,4,Omnidirectional,63.05,6.01,True
80,7,5,Omnidirectional,37.84,6.03,True
80,7,6,Omnidirectional,9.55,6.03,False
80,7,7,Omnidirectional,8.36,6.01,False
80,7,8,Omnidirectional,69.32,6.03,True
80,23,1,Omnidirectional,50.40,6.05,False
80,23,2,Omnidirectional,10.04,5.94,False
80,23,3,Omnidirectional,10.01,6.00,False
80,23,4,Omnidirectional,10.12,6.00,False
80,23,5,Omnidirectional,46.01,6.02,True
80,23,6,Omnidirectional,44.78,5.97,True
80,23,7,Omnidirectional,74.41,6.07,True
80,23,8,Omnidirectional,70.41,6.05,True
85,0,1,Omnidirectional,8.09,5.95,False
85,3,1,Omnidirectional,27.87,5.94,False
85,3,2,Omnidirectional,32.47,6.00,False
85,3,3,Omnidirectional,13.08,6.01,False
85,3,4,Omnidirectional,60.68,5.97,True
85,3,5,Omnidirectional,29.30,6.09,False
85,3,6,Omnidirectional,13.27,6.05,False
85,3,7,Omnidirectional,14.39,6.04,False
85,3,8,Omnidirectional,59.78,6.07,False
85,7,1,Omnidirectional,84.90,6.01,True
85,7,2,Omnidirectional,16.78,6.02,False
85,7,3,Omnidirectional,83.79,6.00,True
85,7,4,Omnidirectional,8.25,5.99,False
85,7,5,Omnidirectional,84.74,6.03,True
85,7,6,Omnidirectional,85.35,6.01,True
85,7,7,Omnidirectional,62.63,6.00,True
85,7,8,Omnidirectional,66.88,5.96,True
85,23,1,Omnidirectional,42.61,6.01,False
85,23,2,Omnidirectional,16.60,5.97,False
85,23,3,Omnidirectional,24.91,6.04,False
85,23,4,Omnidirectional,10.10,6.02,False
85,23,5,Omnidirectional,84.52,5.99,True
85,23,6,Omnidirectional,72.47,5.94,True
85,23,7,Omnidirectional,84.46,6.13,True
85,23,8,Omnidirectional,69.70,6.04,True
90,0,1,Omnidirectional,61.34,5.98,True
90,3,1,Omnidirectional,85.11,5.98,True
90,3,2,Omnidirectional,86.48,5.98,True
90,3,3,Omnidirectional,84.60,6.01,True
90,3,4,Omnidirectional,83.42,6.02,True
90,3,5,Omnidirectional,84.83,6.04,True
90,3,6,Omnidirectional,85.73,6.01,True
90,3,7,Omnidirectional,82.31,6.05,True
90,3,8,Omnidirectional,85.39,6.02,True
90,7,1,Omnidirectional,84.68,6.06,True
90,7,2,Omnidirectional,85.75,6.04,True
90,7,3,Omnidirectional,84.59,5.99,True
90,7,4,Omnidirectional,84.97,6.09,True
90,7,5,Omnidirectional,85.48,5.98,True
90,7,6,Omnidirectional,85.52,5.94,True
90,7,7,Omnidirectional,83.61,6.01,True
90,7,8,Omnidirectional,84.60,6.01,True
90,23,1,Omnidirectional,88.96,6.05,True
90,23,2,Omnidirectional,91.03,5.98,True
90,23,3,Omnidirectional,88.90,6.03,True
90,23,4,Omnidirectional,90.80,6.03,True
90,23,5,Omnidirectional,67.37,5.99,True
90,23,6,Omnidirectional,90.62,6.04,True
90,23,7,Omnidirectional,83.82,5.93,True
90,23,8,Omnidirectional,90.73,5.97,True
50,0,1,Wall,89.18,6.03,True
50,3,1,Wall,89.62,5.98,True
50,3,2,Wall,89.97,6.00,True
50,3,3,Wall,89.65,6.02,True
50,3,4,Wall,90.13,6.02,True
50,3,5,Wall,89.95,5.98,True
50,3,6,Wall,89.55,6.06,True
50,3,7,Wall,90.02,5.99,True
50,3,8,Wall,89.56,6.07,True
50,7,1,Wall,89.74,5.99,True
50,7,2,Wall,89.96,6.03,True
50,7,3,Wall,89.63,6.02,True
50,7,4,Wall,90.00,6.02,True
50,7,5,Wall,89.70,6.03,True
50,7,6,Wall,89.83,6.02,True
50,7,7,Wall,89.83,6.02,True
50,7,8,Wall,90.05,5.99,True
50,23,1,Wall,1.91,1.65,False
50,23,2,Wall,91.12,6.05,True
50,23,3,Wall,2.32,1.63,False
50,23,4,Wall,2.15,1.67,False
50,23,5,Wall,1.87,1.57,False
50,23,6,Wall,1.87,1.62,False
50,23,7,Wall,2.04,1.61,False
50,23,8,Wall,2.14,1.55,False
55,0,1,Wall,1.98,1.63,False
55,3,1,Wall,2.05,1.64,False
55,3,2,Wall,2.03,1.61,False
55,3,3,Wall,2.00,1.65,False
55,3,4,Wall,2.29,1.68,False
55,3,5,Wall,1.93,1.69,False
55,3,6,Wall,2.01,1.66,False
55,3,7,Wall,1.92,1.59,False
55,3,8,Wall,2.08,1.54,False
55,7,1,Wall,1.97,1.64,False
55,7,2,Wall,2.08,1.64,False
55,7,3,Wall,2.30,1.60,False
55,7,4,Wall,2.26,1.57,False
55,7,5,Wall,2.20,1.57,False
55,7,6,Wall,2.40,1.61,False
55,7,7,Wall,2.27,1.62,False
55,7,8,Wall,2.09,1.58,False
55,23,1,Wall,2.51,1.63,False
55,23,2,Wall,2.23,1.68,False
55,23,3,Wall,2.42,1.64,False
55,23,4,Wall,2.39,1.66,False
55,23,5,Wall,90.31,6.02,True
55,23,6,Wall,2.09,1.65,False
55,23,7,Wall,2.61,1.65,False
55,23,8,Wall,2.59,1.59,False
60,0,1,Wall,2.37,1.64,False
60,3,1,Wall,1.98,1.69,False
60,3,2,Wall,2.31,1.56,False
60,3,3,Wall,1.85,1.59,False
60,3,4,Wall,2.27,1.68,False
60,3,5,Wall,2.14,1.67,False
60,3,6,Wall,2.16,1.61,False
60,3,7,Wall,2.00,1.62,False
60,3,8,Wall,2.39,1.69,False
60,7,1,Wall,2.34,1.65,False
60,7,2,Wall,3.24,1.60,False
60,7,3,Wall,2.01,1.65,False
60,7,4,Wall,2.31,1.64,False
60,7,5,Wall,2.57,1.59,False
60,7,6,Wall,3.30,1.58,False
60,7,7,Wall,1.85,1.62,False
60,7,8,Wall,2.86,1.64,False
60,23,1,Wall,3.67,1.61,False
60,23,2,Wall,1.94,1.67,False
60,23,3,Wall,3.69,1.67,False
60,23,4,Wall,2.67,1.66,False
60,23,5,Wall,2.15,1.63,False
60,23,6,Wall,3.22,1.60,False
60,23,7,Wall,3.45,1.61,False
60,23,8,Wall,2.82,1.62,False
65,0,1,Wall,3.70,1.58,False
65,3,1,Wall,2.81,1.65,False
65,3,2,Wall,3.13,1.60,False
65,3,3,Wall,2.42,1.63,False
65,3,4,Wall,2.77,1.67,False
65,3,5,Wall,2.83,1.59,False
65,3,6,Wall,2.39,1.61,False
65,3,7,Wall,2.99,1.57,False
65,3,8,Wall,3.05,1.60,False
65,7,1,Wall,2.66,1.55,False
65,7,2,Wall,2.89,1.60,False
65,7,3,Wall,1.84,1.57,False
65,7,4,Wall,3.79,1.63,False
65,7,5,Wall,3.14,1.63,False
65,7,6,Wall,2.61,1.69,False
65,7,7,Wall,2.90,1.58,False
65,7,8,Wall,4.86,1.57,False
65,23,1,Wall,2.74,1.66,False
65,23,2,Wall,5.16,1.61,False
65,23,3,Wall,2.84,1.62,False
65,23,4,Wall,5.26,1.66,False
65,23,5,Wall,3.29,1.61,False
65,23,6,Wall,7.61,1.59,False
65,23,7,Wall,5.62,1.57,False
65,23,8,Wall,4.89,1.61,False
70,0,1,Wall,3.66,1.60,False
70,3,1,Wall,3.15,1.64,False
70,3,2,Wall,4.12,1.65,False
70,3,3,Wall,3.81,1.64,False
70,3,4,Wall,4.50,1.65,False
70,3,5,Wall,4.17,1.61,False
70,3,6,Wall,4.33,1.59,False
70,3,7,Wall,4.10,1.62,False
70,3,8,Wall,4.54,1.64,False
70,7,1,Wall,3.27,1.65,False
70,7,2,Wall,4.97,1.62,False
70,7,3,Wall,4.18,1.62,False
70,7,4,Wall,3.72,1.65,False
70,7,5,Wall,6.45,1.62,False
70,7,6,Wall,4.17,1.61,False
70,7,7,Wall,7.71,1.60,False
70,7,8,Wall,7.38,1.66,False
70,23,1,Wall,2.03,1.65,False
70,23,2,Wall,8.97,1.59,False
70,23,3,Wall,7.50,1.66,False
70,23,4,Wall,7.49,1.61,False
70,23,5,Wall,5.40,1.60,False
70,23,6,Wall,17.21,1.58,False
70,23,7,Wall,5.89,1.64,False
70,23,8,Wall,19.92,1.60,False
75,0,1,Wall,6.68,1.62,False
75,3,1,Wall,7.29,1.58,False
75,3,2,Wall,7.02,1.60,False
75,3,3,Wall,6.60,1.60,False
75,3,4,Wall,6.84,1.61,False
75,3,5,Wall,5.76,1.61,False
75,3,6,Wall,7.29,1.62,False
75,3,7,Wall,7.76,1.59,False
75,3,8,Wall,2.52,1.62,False
75,7,1,Wall,8.38,1.59,False
75,7,2,Wall,4.19,1.60,False
75,7,3,Wall,6.09,1.61,False
75,7,4,Wall,5.72,1.64,False
75,7,5,Wall,5.78,1.58,False
75,7,6,Wall,6.72,1.63,False
75,7,7,Wall,5.96,1.60,False
75,7,8,Wall,33.56,1.61,False
75,23,1,Wall,10.00,1.62,False
75,23,2,Wall,13.55,1.62,False
75,23,3,Wall,10.54,1.57,False
75,23,4,Wall,12.45,1.64,False
75,23,5,Wall,36.90,1.59,False
75,23,6,Wall,61.46,1.67,False
75,23,7,Wall,62.90,1.61,False
75,23,8,Wall,55.63,1.61,False
80,0,1,Wall,26.40,1.61,False
80,3,1,Wall,15.41,1.63,False
80,3,2,Wall,12.74,1.61,False
80,3,3,Wall,12.67,1.62,False
80,3,4,Wall,16.75,1.63,False
80,3,5,Wall,10.99,1.64,False
80,3,6,Wall,42.84,1.68,False
80,3,7,Wall,6.93,1.58,False
80,3,8,Wall,22.77,1.63,False
80,7,1,Wall,17.07,1.62,False
80,7,2,Wall,19.10,1.63,False
80,7,3,Wall,67.24,1.63,False
80,7,4,Wall,8.66,1.67,False
80,7,5,Wall,73.13,1.65,False
80,7,6,Wall,74.34,1.62,False
80,7,7,Wall,29.76,1.66,False
80,7,8,Wall,78.32,1.63,False
80,23,1,Wall,70.79,1.60,False
80,23,2,Wall,21.79,1.64,False
80,23,3,Wall,9.47,1.64,False
80,23,4,Wall,28.95,1.60,False
80,23,5,Wall,49.27,1.64,False
80,23,6,Wall,58.79,1.64,False
80,23,7,Wall,62.62,1.61,False
80,23,8,Wall,55.80,1.60,False
85,0,1,Wall,27.33,1.63,False
85,3,1,Wall,73.98,1.67,False
85,3,2,Wall,73.65,1.63,False
85,3,3,Wall,74.06,1.62,False
85,3,4,Wall,77.63,1.59,False
85,3,5,Wall,28.85,1.60,False
85,3,6,Wall,76.17,1.63,False
85,3,7,Wall,72.06,1.63,False
85,3,8,Wall,72.90,1.65,False
85,7,1,Wall,61.57,1.63,False
85,7,2,Wall,76.12,1.64,False
85,7,3,Wall,47.65,1.63,False
85,7,4,Wall,67.06,1.62,False
85,7,5,Wall,72.67,1.63,False
85,7,6,Wall,75.31,1.68,False
85,7,7,Wall,71.76,1.61,False
85,7,8,Wall,77.34,1.61,False
85,23,1,Wall,60.39,1.59,False
85,23,2,Wall,81.70,1.62,False
85,23,3,Wall,55.57,1.64,False
85,23,4,Wall,87.18,1.62,False
85,23,5,Wall,84.25,1.61,False
85,23,6,Wall,87.75,1.62,False
85,23,7,Wall,86.64,1.63,False
85,23,8,Wall,86.26,1.64,False
90,0,1,Wall,85.11,1.62,False
90,3,1,Wall,84.84,1.63,False
90,3,2,Wall,85.21,1.60,False
90,3,3,Wall,80.83,1.62,False
90,3,4,Wall,84.52,1.61,False
90,3,5,Wall,73.30,1.63,False
90,3,6,Wall,84.82,1.66,False
90,3,7,Wall,84.27,1.64,False
90,3,8,Wall,85.51,1.62,False
90,7,1,Wall,84.60,1.66,False
90,7,2,Wall,85.82,1.63,False
90,7,3,Wall,84.96,1.65,False
90,7,4,Wall,85.67,1.63,False
90,7,5,Wall,85.13,1.62,False
90,7,6,Wall,88.64,1.63,False
90,7,7,Wall,88.33,1.61,False
90,7,8,Wall,82.83,1.61,False
90,23,1,Wall,89.16,1.62,False
90,23,2,Wall,78.34,1.61,False
90,23,3,Wall,85.99,1.61,False
90,23,4,Wall,89.63,1.61,False
90,23,5,Wall,89.22,1.65,False
90,23,6,Wall,89.57,1.63,False
90,23,7,Wall,88.99,1.63,False
90,23,8,Wall,87.20,1.65,False
