density,wind_speed,direction,strategy,perc_burned,perc_preburned,village_damaged
55,23,5,Even,1.82,10.24,False
55,23,6,Even,1.79,10.13,False
55,23,7,Even,1.79,10.21,False
55,23,8,Even,1.80,10.28,False
60,0,1,Even,1.59,10.07,False
60,3,1,Even,1.67,10.10,False
60,3,2,Even,1.79,10.09,False
60,3,3,Even,1.63,10.24,False
60,3,4,Even,1.73,10.32,False
60,3,5,Even,1.76,10.15,False
60,3,6,Even,2.00,9.96,False
60,3,7,Even,1.60,9.97,False
60,3,8,Even,1.80,9.99,False
60,7,1,Even,1.62,9.82,False
60,7,2,Even,2.12,10.04,False
60,7,3,Even,1.75,10.12,False
60,7,4,Even,2.02,10.01,False
60,7,5,Even,1.74,10.07,False
60,7,6,Even,1.82,10.11,False
60,7,7,Even,1.65,10.13,False
60,7,8,Even,1.93,10.11,False
60,23,1,Even,2.07,10.13,False
60,23,2,Even,2.20,10.18,False
60,23,3,Even,2.16,10.20,False
60,23,4,Even,1.70,10.18,False
60,23,5,Even,2.16,10.06,False
60,23,6,Even,2.04,10.29,False
60,23,7,Even,2.10,10.01,False
60,23,8,Even,2.09,9.98,False
65,0,1,Even,1.70,10.05,False
65,3,1,Even,1.69,10.22,False
65,3,2,Even,1.85,10.18,False
65,3,3,Even,1.89,10.09,False
65,3,4,Even,1.89,10.15,False
65,3,5,Even,1.87,10.19,False
65,3,6,Even,1.76,10.18,False
65,3,7,Even,1.99,10.10,False
65,3,8,Even,1.89,9.98,False
65,7,1,Even,1.91,10.02,False
65,7,2,Even,1.98,10.17,False
65,7,3,Even,1.96,10.18,False
65,7,4,Even,2.27,9.95,False
65,7,5,Even,1.98,10.13,False
65,7,6,Even,2.66,10.12,False
65,7,7,Even,2.42,9.90,False
65,7,8,Even,2.56,10.10,False
65,23,1,Even,2.26,10.13,False
65,23,2,Even,2.57,10.03,False
65,23,3,Even,2.56,9.96,False
65,23,4,Even,1.94,10.07,False
65,23,5,Even,2.76,10.21,False
65,23,6,Even,2.58,10.21,False
65,23,7,Even,2.46,10.07,False
65,23,8,Even,1.59,10.06,False
70,0,1,Even,2.56,10.22,False
70,3,1,Even,2.22,10.03,False
70,3,2,Even,2.48,10.08,False
70,3,3,Even,2.60,10.19,False
70,3,4,Even,2.48,10.24,False
70,3,5,Even,2.46,10.06,False
70,3,6,Even,2.27,10.12,False
70,3,7,Even,2.49,10.04,False
70,3,8,Even,2.17,10.16,False
70,7,1,Even,2.39,10.19,False
70,7,2,Even,2.13,10.14,False
70,7,3,Even,2.40,9.98,False
70,7,4,Even,3.33,10.14,False
70,7,5,Even,2.38,9.99,False
70,7,6,Even,2.48,10.15,False
70,7,7,Even,2.36,10.09,False
70,7,8,Even,2.74,10.24,False
70,23,1,Even,3.01,9.93,False
70,23,2,Even,3.88,9.87,False
70,23,3,Even,3.62,10.28,False
70,23,4,Even,3.28,10.09,False
70,23,5,Even,2.89,10.28,False
70,23,6,Even,3.47,10.16,False
70,23,7,Even,4.37,10.09,False
70,23,8,Even,4.46,10.11,False
75,0,1,Even,4.00,10.14,False
75,3,1,Even,3.13,10.04,False
75,3,2,Even,2.53,10.06,False
75,3,3,Even,2.70,10.15,False
75,3,4,Even,2.59,10.16,False
75,3,5,Even,3.36,9.84,False
75,3,6,Even,3.66,10.14,False
75,3,7,Even,2.64,10.08,False
75,3,8,Even,1.87,10.15,False
75,7,1,Even,1.58,10.01,False
75,7,2,Even,3.06,10.22,False
75,7,3,Even,2.49,10.04,False
75,7,4,Even,3.10,10.02,False
75,7,5,Even,3.43,10.24,False
75,7,6,Even,3.87,9.95,False
75,7,7,Even,5.37,10.08,False
75,7,8,Even,4.52,10.08,False
75,23,1,Even,5.82,9.85,False
75,23,2,Even,3.13,10.20,False
75,23,3,Even,5.59,10.20,False
75,23,4,Even,5.50,10.15,False
75,23,5,Even,6.75,9.95,False
75,23,6,Even,4.77,10.13,False
75,23,7,Even,9.55,10.07,False
75,23,8,Even,8.10,10.14,False
80,0,1,Even,2.95,10.13,False
80,3,1,Even,4.40,10.14,False
80,3,2,Even,4.82,9.95,False
80,3,3,Even,4.43,10.11,False
80,3,4,Even,1.60,10.06,False
80,3,5,Even,4.94,10.14,False
80,3,6,Even,4.50,10.13,False
80,3,7,Even,4.33,10.09,False
80,3,8,Even,4.88,10.16,False
80,7,1,Even,5.35,9.97,False
80,7,2,Even,4.93,10.17,False
80,7,3,Even,7.55,9.98,False
80,7,4,Even,4.87,10.05,False
80,7,5,Even,9.94,10.00,False
80,7,6,Even,5.81,9.90,False
80,7,7,Even,5.33,10.18,False
80,7,8,Even,5.58,10.26,False
80,23,1,Even,20.03,10.03,False
80,23,2,Even,8.89,10.07,False
80,23,3,Even,7.75,10.09,False
80,23,4,Even,5.16,10.05,False
80,23,5,Even,20.72,9.97,False
80,23,6,Even,6.63,9.97,False
80,23,7,Even,41.49,10.16,True
80,23,8,Even,34.53,10.22,False
85,0,1,Even,8.14,9.97,False
85,3,1,Even,8.99,10.13,False
85,3,2,Even,5.32,10.04,False
85,3,3,Even,5.63,10.18,False
85,3,4,Even,7.89,10.05,False
85,3,5,Even,7.99,10.10,False
85,3,6,Even,11.06,10.07,False
85,3,7,Even,7.01,10.11,False
85,3,8,Even,7.69,10.06,False
85,7,1,Even,3.75,10.22,False
85,7,2,Even,9.71,10.02,False
85,7,3,Even,6.28,10.07,False
85,7,4,Even,7.79,9.98,False
85,7,5,Even,49.03,10.06,True
85,7,6,Even,11.44,10.02,False
85,7,7,Even,53.68,10.19,True
85,7,8,Even,12.90,10.13,False
85,23,1,Even,32.30,10.08,False
85,23,2,Even,9.74,9.99,False
85,23,3,Even,10.32,10.04,False
85,23,4,Even,15.47,10.02,False
85,23,5,Even,29.67,10.07,False
85,23,6,Even,64.77,10.16,True
85,23,7,Even,67.38,10.03,True
85,23,8,Even,70.89,9.98,True
90,0,1,Even,19.42,10.09,False
90,3,1,Even,47.13,10.04,True
90,3,2,Even,15.66,10.05,False
90,3,3,Even,19.53,10.08,False
90,3,4,Even,18.71,10.00,False
90,3,5,Even,48.12,10.05,True
90,3,6,Even,40.72,10.12,False
90,3,7,Even,45.03,9.95,True
90,3,8,Even,7.97,9.95,False
90,7,1,Even,9.48,10.09,False
90,7,2,Even,80.93,9.81,True
90,7,3,Even,8.28,9.98,False
90,7,4,Even,22.59,10.11,False
90,7,5,Even,38.74,9.80,True
90,7,6,Even,59.91,9.91,True
90,7,7,Even,53.50,10.04,True
90,7,8,Even,54.95,9.92,True
90,23,1,Even,74.75,9.89,True
90,23,2,Even,8.27,9.97,False
90,23,3,Even,11.20,9.90,False
90,23,4,Even,32.65,10.11,False
90,23,5,Even,74.28,10.13,True
90,23,6,Even,71.22,9.94,True
90,23,7,Even,78.13,9.98,True
90,23,8,Even,81.24,9.89,True
50,0,1,Diagonal,77.95,10.12,True
50,3,1,Diagonal,79.62,9.99,True
50,3,2,Diagonal,79.96,9.81,True
50,3,3,Diagonal,77.48,9.85,True
50,3,4,Diagonal,79.79,9.95,True
50,3,5,Diagonal,79.45,10.02,True
50,3,6,Diagonal,79.06,10.08,True
50,3,7,Diagonal,78.69,9.93,True
50,3,8,Diagonal,79.95,9.96,True
50,7,1,Diagonal,77.98,9.98,True
50,7,2,Diagonal,77.40,10.05,True
50,7,3,Diagonal,77.24,9.85,True
50,7,4,Diagonal,80.31,10.01,True
50,7,5,Diagonal,78.69,10.04,True
50,7,6,Diagonal,79.30,10.03,True
50,7,7,Diagonal,78.93,10.01,True
50,7,8,Diagonal,79.48,9.89,True
50,23,1,Diagonal,75.45,9.93,True
50,23,2,Diagonal,1.99,1.61,False
50,23,3,Diagonal,2.25,1.69,False
50,23,4,Diagonal,26.74,10.01,False
50,23,5,Diagonal,1.84,1.64,False
50,23,6,Diagonal,2.02,1.60,False
50,23,7,Diagonal,2.02,1.56,False
50,23,8,Diagonal,1.97,1.66,False
55,0,1,Diagonal,1.89,1.67,False
55,3,1,Diagonal,2.08,1.70,False
55,3,2,Diagonal,2.17,1.64,False
55,3,3,Diagonal,1.90,1.62,False
55,3,4,Diagonal,2.13,1.69,False
55,3,5,Diagonal,2.12,1.67,False
55,3,6,Diagonal,1.90,1.63,False
55,3,7,Diagonal,1.83,1.68,False
55,3,8,Diagonal,2.06,1.60,False
55,7,1,Diagonal,1.96,1.68,False
55,7,2,Diagonal,2.62,1.67,False
55,7,3,Diagonal,2.44,1.71,False
55,7,4,Diagonal,2.18,1.71,False
55,7,5,Diagonal,2.32,1.67,False
55,7,6,Diagonal,2.32,1.61,False
55,7,7,Diagonal,2.25,1.62,False
55,7,8,Diagonal,2.49,1.66,False
55,23,1,Diagonal,2.57,1.65,False
55,23,2,Diagonal,2.60,1.73,False
55,23,3,Diagonal,2.25,1.74,False
55,23,4,Diagonal,2.44,1.70,False
55,23,5,Diagonal,2.24,1.62,False
55,23,6,Diagonal,2.02,1.57,False
55,23,7,Diagonal,2.41,1.63,False
55,23,8,Diagonal,2.49,1.68,False
60,0,1,Diagonal,2.38,1.66,False
60,3,1,Diagonal,2.43,1.65,False
60,3,2,Diagonal,2.59,1.63,False
60,3,3,Diagonal,1.74,1.66,False
60,3,4,Diagonal,1.99,1.64,False
60,3,5,Diagonal,1.98,1.68,False
60,3,6,Diagonal,2.20,1.64,False
60,3,7,Diagonal,2.03,1.62,False
60,3,8,Diagonal,2.07,1.62,False
60,7,1,Diagonal,2.45,1.65,False
60,7,2,Diagonal,2.57,1.65,False
60,7,3,Diagonal,2.83,1.61,False
60,7,4,Diagonal,1.84,1.66,False
60,7,5,Diagonal,2.34,1.65,False
60,7,6,Diagonal,3.01,1.68,False
60,7,7,Diagonal,2.54,1.73,False
60,7,8,Diagonal,3.00,1.68,False
60,23,1,Diagonal,2.77,1.68,False
60,23,2,Diagonal,1.82,1.71,False
60,23,3,Diagonal,1.91,1.65,False
60,23,4,Diagonal,3.53,1.65,False
60,23,5,Diagonal,3.60,1.68,False
60,23,6,Diagonal,2.16,1.61,False
60,23,7,Diagonal,3.39,1.69,False
60,23,8,Diagonal,3.15,1.67,False
65,0,1,Diagonal,2.81,1.66,False
65,3,1,Diagonal,2.45,1.66,False
65,3,2,Diagonal,2.41,1.70,False
65,3,3,Diagonal,2.86,1.68,False
65,3,4,Diagonal,2.76,1.64,False
65,3,5,Diagonal,2.61,1.71,False
65,3,6,Diagonal,2.51,1.69,False
65,3,7,Diagonal,2.45,1.67,False
65,3,8,Diagonal,2.59,1.66,False
65,7,1,Diagonal,1.94,1.55,False
65,7,2,Diagonal,2.48,1.69,False
65,7,3,Diagonal,4.69,1.68,False
65,7,4,Diagonal,2.62,1.67,False
65,7,5,Diagonal,2.62,1.67,False
65,7,6,Diagonal,4.03,1.66,False
65,7,7,Diagonal,2.76,1.65,False
65,7,8,Diagonal,3.70,1.70,False
65,23,1,Diagonal,2.89,1.65,False
65,23,2,Diagonal,5.30,1.64,False
65,23,3,Diagonal,4.17,1.63,False
65,23,4,Diagonal,5.73,1.69,False
65,23,5,Diagonal,5.08,1.69,False
65,23,6,Diagonal,2.64,1.64,False
65,23,7,Diagonal,5.29,1.70,False
65,23,8,Diagonal,1.93,1.72,False
70,0,1,Diagonal,4.21,1.65,False
70,3,1,Diagonal,4.15,1.67,False
70,3,2,Diagonal,4.74,1.70,False
70,3,3,Diagonal,3.31,1.69,False
70,3,4,Diagonal,3.96,1.71,False
70,3,5,Diagonal,3.94,1.67,False
70,3,6,Diagonal,4.16,1.70,False
70,3,7,Diagonal,4.14,1.68,False
70,3,8,Diagonal,3.20,1.65,False
70,7,1,Diagonal,4.26,1.62,False
70,7,2,Diagonal,3.48,1.64,False
70,7,3,Diagonal,4.82,1.67,False
70,7,4,Diagonal,4.10,1.68,False
70,7,5,Diagonal,4.68,1.66,False
70,7,6,Diagonal,4.18,1.67,False
70,7,7,Diagonal,4.43,1.63,False
70,7,8,Diagonal,6.12,1.70,False
70,23,1,Diagonal,10.85,1.65,False
70,23,2,Diagonal,1.85,1.65,False
70,23,3,Diagonal,8.27,1.73,False
70,23,4,Diagonal,2.00,1.64,False
70,23,5,Diagonal,10.86,1.60,False
70,23,6,Diagonal,10.26,1.59,False
70,23,7,Diagonal,21.26,1.66,False
70,23,8,Diagonal,15.40,1.65,False
75,0,1,Diagonal,4.36,1.62,False
75,3,1,Diagonal,6.57,1.67,False
75,3,2,Diagonal,5.99,1.70,False
75,3,3,Diagonal,6.55,1.66,False
75,3,4,Diagonal,6.12,1.66,False
75,3,5,Diagonal,7.95,1.69,False
75,3,6,Diagonal,7.80,1.66,False
75,3,7,Diagonal,6.08,1.64,False
75,3,8,Diagonal,8.64,1.68,False
75,7,1,Diagonal,5.86,1.68,False
75,7,2,Diagonal,5.80,1.63,False
75,7,3,Diagonal,5.66,1.67,False
75,7,4,Diagonal,7.19,1.65,False
75,7,5,Diagonal,17.07,1.67,False
75,7,6,Diagonal,25.25,1.65,False
75,7,7,Diagonal,20.48,1.63,False
75,7,8,Diagonal,22.16,1.66,False
75,23,1,Diagonal,23.47,1.68,False
75,23,2,Diagonal,9.93,1.68,False
75,23,3,Diagonal,9.43,1.65,False
75,23,4,Diagonal,11.05,1.69,False
75,23,5,Diagonal,9.34,1.71,False
75,23,6,Diagonal,30.04,1.68,False
75,23,7,Diagonal,64.07,1.67,True
75,23,8,Diagonal,35.36,1.65,False
80,0,1,Diagonal,17.75,1.67,False
80,3,1,Diagonal,6.33,1.67,False
80,3,2,Diagonal,12.37,1.70,False
80,3,3,Diagonal,14.65,1.70,False
80,3,4,Diagonal,13.87,1.60,False
80,3,5,Diagonal,12.54,1.61,False
80,3,6,Diagonal,7.58,1.66,False
80,3,7,Diagonal,7.39,1.65,False
80,3,8,Diagonal,19.52,1.63,False
80,7,1,Diagonal,18.96,1.63,False
80,7,2,Diagonal,8.14,1.67,False
80,7,3,Diagonal,37.58,1.63,False
80,7,4,Diagonal,41.93,1.66,False
80,7,5,Diagonal,15.41,1.60,False
80,7,6,Diagonal,79.54,1.63,True
80,7,7,Diagonal,82.51,1.68,True
80,7,8,Diagonal,22.31,1.67,False
80,23,1,Diagonal,57.96,1.67,False
80,23,2,Diagonal,29.27,1.68,False
80,23,3,Diagonal,10.00,1.72,False
80,23,4,Diagonal,19.89,1.65,False
80,23,5,Diagonal,24.27,1.70,False
80,23,6,Diagonal,39.65,1.69,False
80,23,7,Diagonal,81.71,1.63,True
80,23,8,Diagonal,60.08,1.67,True
85,0,1,Diagonal,82.69,1.66,True
85,3,1,Diagonal,81.75,1.68,True
85,3,2,Diagonal,13.17,1.68,False
85,3,3,Diagonal,14.19,1.67,False
85,3,4,Diagonal,44.09,1.67,False
85,3,5,Diagonal,77.00,1.68,True
85,3,6,Diagonal,43.67,1.69,False
85,3,7,Diagonal,80.66,1.65,True
85,3,8,Diagonal,82.23,1.71,True
85,7,1,Diagonal,80.17,1.67,True
85,7,2,Diagonal,91.95,1.64,True
85,7,3,Diagonal,37.65,1.68,False
85,7,4,Diagonal,81.10,1.66,True
85,7,5,Diagonal,91.36,1.68,True
85,7,6,Diagonal,41.49,1.63,False
85,7,7,Diagonal,83.27,1.68,True
85,7,8,Diagonal,83.74,1.69,True
85,23,1,Diagonal,69.05,1.66,False
85,23,2,Diagonal,26.29,1.64,False
85,23,3,Diagonal,22.65,1.64,False
85,23,4,Diagonal,21.90,1.65,False
85,23,5,Diagonal,36.53,1.69,False
85,23,6,Diagonal,92.18,1.69,True
85,23,7,Diagonal,90.88,1.69,True
85,23,8,Diagonal,93.78,1.64,True
90,0,1,Diagonal,91.11,1.63,True
90,3,1,Diagonal,90.76,1.62,True
90,3,2,Diagonal,92.08,1.67,True
90,3,3,Diagonal,90.97,1.63,True
90,3,4,Diagonal,91.96,1.66,True
90,3,5,Diagonal,90.78,1.69,True
90,3,6,Diagonal,91.46,1.68,True
90,3,7,Diagonal,91.66,1.68,True
90,3,8,Diagonal,92.00,1.67,True
90,7,1,Diagonal,91.36,1.66,True
90,7,2,Diagonal,91.92,1.68,True
90,7,3,Diagonal,46.24,1.66,False
90,7,4,Diagonal,91.29,1.69,True
90,7,5,Diagonal,90.24,1.69,True
90,7,6,Diagonal,92.06,1.67,True
90,7,7,Diagonal,90.40,1.69,True
90,7,8,Diagonal,95.19,1.69,True
90,23,1,Diagonal,95.70,1.65,True
90,23,2,Diagonal,96.28,1.68,True
90,23,3,Diagonal,41.64,1.68,False
90,23,4,Diagonal,36.36,1.65,False
90,23,5,Diagonal,80.60,1.67,True
90,23,6,Diagonal,96.23,1.68,True
90,23,7,Diagonal,96.30,1.67,True
