density,wind_speed,direction,strategy,perc_burned,perc_preburned,village_damaged
65,3,2,Diagonal,2.45,1.71,False
65,3,2,Diagonal,2.63,1.68,False
65,3,2,Diagonal,2.63,1.72,False
65,3,3,Diagonal,4.14,1.71,False
65,3,3,Diagonal,2.51,1.71,False
65,3,3,Diagonal,2.68,1.65,False
65,3,3,Diagonal,2.93,1.66,False
65,3,4,Diagonal,4.49,1.74,False
65,3,4,Diagonal,3.02,1.71,False
65,3,4,Diagonal,2.57,1.64,False
65,3,4,Diagonal,3.89,1.65,False
65,3,5,Diagonal,2.64,1.75,False
65,3,5,Diagonal,4.70,1.65,False
65,3,5,Diagonal,4.34,1.59,False
65,3,5,Diagonal,2.59,1.69,False
65,3,6,Diagonal,4.28,1.66,False
65,3,6,Diagonal,4.07,1.70,False
65,3,6,Diagonal,3.99,1.64,False
65,3,6,Diagonal,3.42,1.63,False
65,3,7,Diagonal,3.72,1.70,False
65,3,7,Diagonal,4.98,1.70,False
65,3,7,Diagonal,3.62,1.68,False
65,3,7,Diagonal,4.00,1.68,False
65,3,8,Diagonal,3.18,1.63,False
65,3,8,Diagonal,4.24,1.64,False
65,3,8,Diagonal,4.88,1.61,False
65,3,8,Diagonal,4.20,1.65,False
65,7,1,Diagonal,4.13,1.66,False
65,7,1,Diagonal,4.00,1.66,False
65,7,1,Diagonal,4.12,1.70,False
65,7,1,Diagonal,3.61,1.70,False
65,7,2,Diagonal,4.27,1.63,False
65,7,2,Diagonal,4.37,1.65,False
65,7,2,Diagonal,3.52,1.74,False
65,7,2,Diagonal,4.51,1.65,False
65,7,3,Diagonal,3.83,1.71,False
65,7,3,Diagonal,3.41,1.62,False
65,7,3,Diagonal,4.76,1.68,False
65,7,3,Diagonal,4.07,1.67,False
65,7,4,Diagonal,3.24,1.68,False
65,7,4,Diagonal,4.06,1.65,False
65,7,4,Diagonal,4.93,1.59,False
65,7,4,Diagonal,3.98,1.66,False
65,7,5,Diagonal,2.60,1.68,False
65,7,5,Diagonal,3.96,1.66,False
65,7,5,Diagonal,4.03,1.61,False
65,7,5,Diagonal,3.84,1.60,False
65,7,6,Diagonal,5.10,1.66,False
65,7,6,Diagonal,4.75,1.62,False
65,7,6,Diagonal,3.18,1.68,False
65,7,6,Diagonal,4.76,1.65,False
65,7,7,Diagonal,4.41,1.61,False
65,7,7,Diagonal,4.15,1.69,False
65,7,7,Diagonal,4.58,1.64,False
65,7,7,Diagonal,4.44,1.69,False
65,7,8,Diagonal,3.90,1.64,False
65,7,8,Diagonal,4.55,1.69,False
65,7,8,Diagonal,3.83,1.66,False
65,7,8,Diagonal,3.28,1.68,False
65,23,1,Diagonal,3.91,1.66,False
65,23,1,Diagonal,4.63,1.70,False
65,23,1,Diagonal,4.05,1.65,False
65,23,1,Diagonal,3.68,1.66,False
65,23,2,Diagonal,5.55,1.68,False
65,23,2,Diagonal,4.78,1.70,False
65,23,2,Diagonal,5.62,1.69,False
65,23,2,Diagonal,5.49,1.70,False
65,23,3,Diagonal,4.27,1.61,False
65,23,3,Diagonal,5.44,1.65,False
65,23,3,Diagonal,5.30,1.65,False
65,23,3,Diagonal,4.36,1.61,False
65,23,4,Diagonal,4.31,1.68,False
65,23,4,Diagonal,4.88,1.68,False
65,23,4,Diagonal,5.44,1.70,False
65,23,4,Diagonal,6.50,1.67,False
65,23,5,Diagonal,4.06,1.64,False
65,23,5,Diagonal,4.26,1.67,False
65,23,5,Diagonal,5.90,1.68,False
65,23,5,Diagonal,3.99,1.66,False
65,23,6,Diagonal,4.35,1.62,False
65,23,6,Diagonal,6.79,1.66,False
65,23,6,Diagonal,5.22,1.61,False
65,23,6,Diagonal,4.82,1.64,False
65,23,7,Diagonal,5.15,1.65,False
65,23,7,Diagonal,5.53,1.63,False
65,23,7,Diagonal,6.02,1.66,False
65,23,7,Diagonal,4.42,1.69,False
65,23,8,Diagonal,6.14,1.71,False
65,23,8,Diagonal,5.75,1.66,False
65,23,8,Diagonal,5.87,1.65,False
65,23,8,Diagonal,6.27,1.64,False
70,0,1,Diagonal,3.16,1.66,False
70,0,1,Diagonal,4.25,1.71,False
70,0,1,Diagonal,3.86,1.65,False
70,0,1,Diagonal,3.91,1.67,False
70,3,1,Diagonal,3.62,1.66,False
70,3,1,Diagonal,3.90,1.64,False
70,3,1,Diagonal,3.87,1.66,False
70,3,1,Diagonal,4.97,1.67,False
70,3,2,Diagonal,4.07,1.67,False
70,3,2,Diagonal,3.51,1.68,False
70,3,2,Diagonal,7.26,1.71,False
70,3,2,Diagonal,4.59,1.58,False
70,3,3,Diagonal,3.72,1.65,False
70,3,3,Diagonal,3.84,1.63,False
70,3,3,Diagonal,4.59,1.66,False
70,3,3,Diagonal,6.54,1.71,False
70,3,4,Diagonal,6.32,1.70,False
70,3,4,Diagonal,7.60,1.68,False
70,3,4,Diagonal,6.32,1.65,False
70,3,4,Diagonal,6.04,1.68,False
70,3,5,Diagonal,4.06,1.62,False
70,3,5,Diagonal,3.98,1.70,False
70,3,5,Diagonal,6.96,1.65,False
70,3,5,Diagonal,6.96,1.65,False
70,3,6,Diagonal,5.28,1.66,False
70,3,6,Diagonal,7.20,1.64,False
70,3,6,Diagonal,7.25,1.65,False
70,3,6,Diagonal,6.85,1.72,False
70,3,7,Diagonal,4.06,1.64,False
70,3,7,Diagonal,6.31,1.64,False
70,3,7,Diagonal,3.77,1.65,False
70,3,7,Diagonal,5.94,1.65,False
70,3,8,Diagonal,6.63,1.66,False
70,3,8,Diagonal,8.47,1.67,False
70,3,8,Diagonal,5.20,1.66,False
70,3,8,Diagonal,5.76,1.65,False
70,7,1,Diagonal,6.80,1.64,False
70,7,1,Diagonal,5.94,1.66,False
70,7,1,Diagonal,8.64,1.67,False
70,7,1,Diagonal,4.09,1.67,False
70,7,2,Diagonal,6.36,1.65,False
70,7,2,Diagonal,6.58,1.61,False
70,7,2,Diagonal,6.55,1.66,False
70,7,2,Diagonal,6.60,1.68,False
70,7,3,Diagonal,5.57,1.69,False
70,7,3,Diagonal,5.90,1.64,False
70,7,3,Diagonal,6.52,1.66,False
70,7,3,Diagonal,8.57,1.60,False
70,7,4,Diagonal,7.08,1.65,False
70,7,4,Diagonal,6.83,1.67,False
70,7,4,Diagonal,6.20,1.63,False
70,7,4,Diagonal,6.91,1.68,False
70,7,5,Diagonal,6.17,1.66,False
70,7,5,Diagonal,6.62,1.69,False
70,7,5,Diagonal,5.37,1.66,False
70,7,5,Diagonal,5.03,1.69,False
70,7,6,Diagonal,7.68,1.67,False
70,7,6,Diagonal,7.67,1.67,False
70,7,6,Diagonal,7.33,1.68,False
70,7,6,Diagonal,7.19,1.67,False
70,7,7,Diagonal,7.53,1.65,False
70,7,7,Diagonal,7.51,1.67,False
70,7,7,Diagonal,6.19,1.65,False
70,7,7,Diagonal,8.20,1.67,False
70,7,8,Diagonal,7.32,1.62,False
70,7,8,Diagonal,7.47,1.62,False
70,7,8,Diagonal,8.69,1.61,False
70,7,8,Diagonal,5.21,1.71,False
70,23,1,Diagonal,9.56,1.66,False
70,23,1,Diagonal,8.38,1.70,False
70,23,1,Diagonal,6.95,1.66,False
70,23,1,Diagonal,9.12,1.65,False
70,23,2,Diagonal,9.02,1.67,False
70,23,2,Diagonal,8.46,1.66,False
70,23,2,Diagonal,8.48,1.67,False
70,23,2,Diagonal,8.60,1.68,False
70,23,3,Diagonal,7.40,1.66,False
70,23,3,Diagonal,7.67,1.71,False
70,23,3,Diagonal,6.33,1.64,False
70,23,3,Diagonal,7.77,1.62,False
70,23,4,Diagonal,6.93,1.68,False
70,23,4,Diagonal,8.98,1.66,False
70,23,4,Diagonal,8.39,1.64,False
70,23,4,Diagonal,7.42,1.67,False
70,23,5,Diagonal,8.88,1.59,False
70,23,5,Diagonal,9.53,1.71,False
70,23,5,Diagonal,10.19,1.68,False
70,23,5,Diagonal,6.25,1.67,False
70,23,6,Diagonal,10.55,1.71,False
70,23,6,Diagonal,13.53,1.72,False
70,23,6,Diagonal,11.46,1.69,False
70,23,6,Diagonal,11.87,1.68,False
70,23,7,Diagonal,23.88,1.67,False
70,23,7,Diagonal,19.56,1.71,False
70,23,7,Diagonal,14.94,1.69,False
70,23,7,Diagonal,18.11,1.69,False
70,23,8,Diagonal,21.93,1.66,False
70,23,8,Diagonal,17.73,1.65,False
70,23,8,Diagonal,13.64,1.65,False
70,23,8,Diagonal,16.23,1.68,False
75,0,1,Diagonal,5.50,1.63,False
75,0,1,Diagonal,6.96,1.64,False
75,0,1,Diagonal,6.46,1.66,False
75,0,1,Diagonal,5.63,1.65,False
75,3,1,Diagonal,8.13,1.68,False
75,3,1,Diagonal,5.48,1.63,False
75,3,1,Diagonal,7.30,1.70,False
75,3,1,Diagonal,21.87,1.64,False
75,3,2,Diagonal,7.75,1.65,False
75,3,2,Diagonal,17.54,1.68,False
75,3,2,Diagonal,6.96,1.67,False
75,3,2,Diagonal,16.49,1.66,False
75,3,3,Diagonal,20.27,1.66,False
75,3,3,Diagonal,6.56,1.68,False
75,3,3,Diagonal,5.66,1.67,False
75,3,3,Diagonal,13.73,1.66,False
75,3,4,Diagonal,5.53,1.66,False
75,3,4,Diagonal,14.78,1.68,False
75,3,4,Diagonal,6.38,1.68,False
75,3,4,Diagonal,12.72,1.69,False
75,3,5,Diagonal,10.80,1.69,False
75,3,5,Diagonal,6.81,1.66,False
75,3,5,Diagonal,17.56,1.68,False
75,3,5,Diagonal,20.67,1.66,False
75,3,6,Diagonal,19.49,1.68,False
75,3,6,Diagonal,21.44,1.64,False
75,3,6,Diagonal,6.73,1.62,False
75,3,6,Diagonal,8.05,1.70,False
75,3,7,Diagonal,22.20,1.69,False
75,3,7,Diagonal,22.21,1.70,False
75,3,7,Diagonal,20.56,1.66,False
75,3,7,Diagonal,17.68,1.67,False
75,3,8,Diagonal,20.26,1.68,False
75,3,8,Diagonal,6.34,1.65,False
75,3,8,Diagonal,29.12,1.70,False
75,3,8,Diagonal,21.04,1.62,False
75,7,1,Diagonal,11.95,1.61,False
75,7,1,Diagonal,13.20,1.63,False
75,7,1,Diagonal,26.91,1.65,False
75,7,1,Diagonal,15.13,1.68,False
75,7,2,Diagonal,14.39,1.69,False
75,7,2,Diagonal,12.68,1.68,False
75,7,2,Diagonal,6.90,1.66,False
75,7,2,Diagonal,6.61,1.71,False
75,7,3,Diagonal,13.76,1.68,False
75,7,3,Diagonal,11.13,1.66,False
75,7,3,Diagonal,12.13,1.68,False
75,7,3,Diagonal,12.80,1.69,False
75,7,4,Diagonal,17.86,1.67,False
75,7,4,Diagonal,11.24,1.67,False
75,7,4,Diagonal,11.07,1.65,False
75,7,4,Diagonal,9.31,1.72,False
75,7,5,Diagonal,17.87,1.63,False
75,7,5,Diagonal,9.61,1.69,False
75,7,5,Diagonal,19.75,1.67,False
75,7,5,Diagonal,19.35,1.71,False
75,7,6,Diagonal,21.83,1.72,False
75,7,6,Diagonal,25.40,1.64,False
75,7,6,Diagonal,21.31,1.68,False
75,7,6,Diagonal,21.80,1.66,False
75,7,7,Diagonal,19.67,1.65,False
75,7,7,Diagonal,22.03,1.64,False
75,7,7,Diagonal,19.45,1.69,False
75,7,7,Diagonal,22.73,1.69,False
75,7,8,Diagonal,24.53,1.63,False
75,7,8,Diagonal,31.86,1.68,False
75,7,8,Diagonal,24.16,1.68,False
75,7,8,Diagonal,32.96,1.66,False
75,23,1,Diagonal,26.87,1.68,False
75,23,1,Diagonal,40.53,1.64,False
75,23,1,Diagonal,25.00,1.69,False
75,23,1,Diagonal,22.45,1.66,False
75,23,2,Diagonal,11.48,1.67,False
75,23,2,Diagonal,10.07,1.68,False
75,23,2,Diagonal,13.56,1.66,False
75,23,2,Diagonal,13.17,1.70,False
75,23,3,Diagonal,9.90,1.66,False
75,23,3,Diagonal,10.86,1.66,False
75,23,3,Diagonal,11.02,1.71,False
75,23,3,Diagonal,10.08,1.73,False
75,23,4,Diagonal,10.63,1.65,False
75,23,4,Diagonal,11.90,1.67,False
75,23,4,Diagonal,12.58,1.69,False
75,23,4,Diagonal,12.37,1.66,False
75,23,5,Diagonal,23.27,1.65,False
75,23,5,Diagonal,26.68,1.69,False
75,23,5,Diagonal,19.42,1.70,False
75,23,5,Diagonal,23.07,1.67,False
75,23,6,Diagonal,32.01,1.64,False
75,23,6,Diagonal,32.61,1.67,False
75,23,6,Diagonal,31.81,1.66,False
75,23,6,Diagonal,27.58,1.69,False
75,23,7,Diagonal,59.13,1.62,True
75,23,7,Diagonal,67.74,1.64,True
75,23,7,Diagonal,70.79,1.70,True
75,23,7,Diagonal,63.66,1.61,True
75,23,8,Diagonal,64.30,1.67,True
75,23,8,Diagonal,56.36,1.67,False
75,23,8,Diagonal,70.43,1.65,True
75,23,8,Diagonal,65.94,1.71,True
80,0,1,Diagonal,14.74,1.65,False
80,0,1,Diagonal,15.62,1.69,False
80,0,1,Diagonal,14.50,1.65,False
80,0,1,Diagonal,20.84,1.69,False
80,3,1,Diagonal,17.43,1.71,False
80,3,1,Diagonal,13.17,1.66,False
80,3,1,Diagonal,16.84,1.66,False
80,3,1,Diagonal,17.52,1.68,False
80,3,2,Diagonal,14.08,1.63,False
80,3,2,Diagonal,16.01,1.67,False
80,3,2,Diagonal,17.70,1.67,False
80,3,2,Diagonal,41.77,1.65,False
80,3,3,Diagonal,68.52,1.66,True
80,3,3,Diagonal,11.35,1.65,False
80,3,3,Diagonal,40.62,1.66,False
80,3,3,Diagonal,14.02,1.65,False
80,3,4,Diagonal,23.48,1.66,False
80,3,4,Diagonal,12.70,1.67,False
80,3,4,Diagonal,37.97,1.62,False
80,3,4,Diagonal,12.16,1.70,False
80,3,5,Diagonal,10.81,1.66,False
80,3,5,Diagonal,81.58,1.67,True
80,3,5,Diagonal,40.57,1.63,False
80,3,5,Diagonal,80.66,1.66,True
80,3,6,Diagonal,83.25,1.62,True
80,3,6,Diagonal,42.92,1.67,False
80,3,6,Diagonal,42.77,1.69,False
80,3,6,Diagonal,83.93,1.71,True
80,3,7,Diagonal,81.96,1.67,True
80,3,7,Diagonal,39.17,1.67,False
80,3,7,Diagonal,45.02,1.65,False
80,3,7,Diagonal,77.97,1.69,True
80,3,8,Diagonal,25.87,1.69,False
80,3,8,Diagonal,81.13,1.68,True
80,3,8,Diagonal,81.41,1.67,True
80,3,8,Diagonal,25.27,1.65,False
80,7,1,Diagonal,78.33,1.68,True
80,7,1,Diagonal,70.84,1.66,True
80,7,1,Diagonal,80.06,1.71,True
80,7,1,Diagonal,41.54,1.69,False
80,7,2,Diagonal,78.43,1.67,True
80,7,2,Diagonal,82.29,1.69,True
80,7,2,Diagonal,41.92,1.64,False
80,7,2,Diagonal,75.29,1.68,True
80,7,3,Diagonal,40.23,1.68,False
80,7,3,Diagonal,24.95,1.68,False
80,7,3,Diagonal,74.50,1.68,True
80,7,3,Diagonal,27.20,1.67,False
80,7,4,Diagonal,40.84,1.68,False
80,7,4,Diagonal,82.68,1.65,True
80,7,4,Diagonal,30.06,1.66,False
80,7,4,Diagonal,21.59,1.66,False
80,7,5,Diagonal,38.00,1.67,False
80,7,5,Diagonal,41.88,1.65,False
80,7,5,Diagonal,72.27,1.69,True
80,7,5,Diagonal,39.24,1.66,False
80,7,6,Diagonal,80.96,1.69,True
80,7,6,Diagonal,81.39,1.65,True
80,7,6,Diagonal,78.38,1.69,True
80,7,6,Diagonal,44.32,1.69,False
80,7,7,Diagonal,81.10,1.65,True
80,7,7,Diagonal,81.85,1.68,True
80,7,7,Diagonal,82.51,1.66,True
80,7,7,Diagonal,82.01,1.67,True
80,7,8,Diagonal,83.60,1.65,True
80,7,8,Diagonal,82.08,1.63,True
80,7,8,Diagonal,84.54,1.63,True
80,7,8,Diagonal,81.00,1.68,True
80,23,1,Diagonal,45.39,1.70,False
80,23,1,Diagonal,65.49,1.66,False
80,23,1,Diagonal,70.31,1.61,False
80,23,1,Diagonal,66.16,1.66,False
80,23,2,Diagonal,35.59,1.65,False
80,23,2,Diagonal,23.85,1.71,False
80,23,2,Diagonal,16.40,1.68,False
80,23,2,Diagonal,40.99,1.66,False
80,23,3,Diagonal,10.51,1.63,False
80,23,3,Diagonal,13.37,1.65,False
80,23,3,Diagonal,11.59,1.70,False
80,23,3,Diagonal,12.85,1.61,False
80,23,4,Diagonal,19.82,1.66,False
80,23,4,Diagonal,24.67,1.65,False
80,23,4,Diagonal,22.15,1.65,False
80,23,4,Diagonal,18.01,1.64,False
80,23,5,Diagonal,33.19,1.66,False
80,23,5,Diagonal,38.27,1.67,False
80,23,5,Diagonal,33.29,1.71,False
80,23,5,Diagonal,34.15,1.63,False
80,23,6,Diagonal,60.47,1.67,True
80,23,6,Diagonal,62.26,1.66,True
80,23,6,Diagonal,62.35,1.71,True
80,23,6,Diagonal,59.06,1.67,True
80,23,7,Diagonal,81.92,1.66,True
80,23,7,Diagonal,78.87,1.67,True
80,23,7,Diagonal,82.36,1.67,True
80,23,7,Diagonal,80.00,1.64,True
80,23,8,Diagonal,86.88,1.65,True
80,23,8,Diagonal,87.21,1.70,True
80,23,8,Diagonal,87.60,1.65,True
80,23,8,Diagonal,87.14,1.70,True
85,0,1,Diagonal,78.09,1.69,True
85,0,1,Diagonal,42.88,1.67,False
85,0,1,Diagonal,73.76,1.69,True
85,0,1,Diagonal,41.13,1.61,False
85,3,1,Diagonal,80.97,1.65,True
85,3,1,Diagonal,80.27,1.67,True
85,3,1,Diagonal,82.33,1.66,True
85,3,1,Diagonal,83.12,1.67,True
85,3,2,Diagonal,82.00,1.69,True
85,3,2,Diagonal,41.93,1.64,False
85,3,2,Diagonal,41.00,1.64,False
85,3,2,Diagonal,82.45,1.64,True
85,3,3,Diagonal,37.87,1.67,False
85,3,3,Diagonal,79.26,1.68,True
85,3,3,Diagonal,41.86,1.70,False
85,3,3,Diagonal,39.85,1.68,False
85,3,4,Diagonal,91.48,1.70,True
85,3,4,Diagonal,57.24,1.69,True
85,3,4,Diagonal,26.47,1.65,False
85,3,4,Diagonal,92.20,1.67,True
85,3,5,Diagonal,39.64,1.64,False
85,3,5,Diagonal,91.07,1.69,True
85,3,5,Diagonal,91.79,1.68,True
85,3,5,Diagonal,90.12,1.67,True
85,3,6,Diagonal,92.19,1.67,True
85,3,6,Diagonal,91.85,1.68,True
85,3,6,Diagonal,90.98,1.67,True
85,3,6,Diagonal,91.70,1.65,True
85,3,7,Diagonal,90.78,1.68,True
85,3,7,Diagonal,91.24,1.66,True
85,3,7,Diagonal,91.86,1.67,True
85,3,7,Diagonal,91.72,1.68,True
85,3,8,Diagonal,92.04,1.68,True
85,3,8,Diagonal,91.68,1.69,True
85,3,8,Diagonal,91.34,1.69,True
85,3,8,Diagonal,91.27,1.68,True
85,7,1,Diagonal,90.79,1.69,True
85,7,1,Diagonal,90.06,1.65,True
85,7,1,Diagonal,91.49,1.66,True
85,7,1,Diagonal,91.26,1.67,True
85,7,2,Diagonal,91.78,1.62,True
85,7,2,Diagonal,91.44,1.68,True
85,7,2,Diagonal,90.97,1.64,True
85,7,2,Diagonal,91.44,1.66,True
85,7,3,Diagonal,90.98,1.66,True
85,7,3,Diagonal,91.69,1.65,True
85,7,3,Diagonal,92.00,1.66,True
85,7,3,Diagonal,91.14,1.69,True
85,7,4,Diagonal,92.19,1.66,True
85,7,4,Diagonal,91.91,1.64,True
85,7,4,Diagonal,92.28,1.67,True
85,7,4,Diagonal,90.15,1.67,True
85,7,5,Diagonal,91.63,1.65,True
85,7,5,Diagonal,91.38,1.70,True
85,7,5,Diagonal,92.11,1.66,True
85,7,5,Diagonal,91.43,1.68,True
85,7,6,Diagonal,91.32,1.65,True
85,7,6,Diagonal,91.71,1.68,True
85,7,6,Diagonal,91.51,1.68,True
85,7,6,Diagonal,92.19,1.65,True
85,7,7,Diagonal,91.51,1.64,True
85,7,7,Diagonal,91.39,1.68,True
85,7,7,Diagonal,91.52,1.67,True
85,7,7,Diagonal,91.49,1.68,True
85,7,8,Diagonal,91.68,1.66,True
85,7,8,Diagonal,91.03,1.67,True
85,7,8,Diagonal,91.61,1.66,True
85,7,8,Diagonal,91.91,1.67,True
85,23,1,Diagonal,86.92,1.69,True
85,23,1,Diagonal,91.82,1.66,True
85,23,1,Diagonal,90.53,1.64,True
85,23,1,Diagonal,90.14,1.69,True
85,23,2,Diagonal,48.35,1.65,False
85,23,2,Diagonal,62.99,1.69,False
85,23,2,Diagonal,85.87,1.63,True
85,23,2,Diagonal,56.12,1.65,False
85,23,3,Diagonal,20.97,1.64,False
85,23,3,Diagonal,38.42,1.69,False
85,23,3,Diagonal,23.98,1.64,False
85,23,3,Diagonal,41.95,1.64,False
85,23,4,Diagonal,36.52,1.64,False
85,23,4,Diagonal,35.56,1.65,False
85,23,4,Diagonal,34.73,1.65,False
85,23,4,Diagonal,24.11,1.66,False
85,23,5,Diagonal,68.28,1.63,True
85,23,5,Diagonal,46.96,1.68,False
85,23,5,Diagonal,55.72,1.66,False
85,23,5,Diagonal,56.16,1.63,False
85,23,6,Diagonal,89.31,1.66,True
85,23,6,Diagonal,90.71,1.68,True
85,23,6,Diagonal,92.05,1.65,True
85,23,6,Diagonal,89.44,1.63,True
85,23,7,Diagonal,89.32,1.64,True
85,23,7,Diagonal,91.57,1.69,True
85,23,7,Diagonal,88.33,1.68,True
85,23,7,Diagonal,92.78,1.69,True
85,23,8,Diagonal,93.62,1.65,True
85,23,8,Diagonal,93.16,1.66,True
85,23,8,Diagonal,92.83,1.67,True
85,23,8,Diagonal,92.33,1.66,True
90,0,1,Diagonal,90.83,1.68,True
90,0,1,Diagonal,91.18,1.63,True
90,0,1,Diagonal,90.80,1.64,True
90,0,1,Diagonal,90.68,1.67,True
90,3,1,Diagonal,91.58,1.63,True
90,3,1,Diagonal,91.03,1.68,True
90,3,1,Diagonal,90.87,1.66,True
90,3,1,Diagonal,46.66,1.65,False
90,3,2,Diagonal,92.06,1.66,True
90,3,2,Diagonal,91.56,1.69,True
90,3,2,Diagonal,91.28,1.69,True
90,3,2,Diagonal,91.86,1.68,True
90,3,3,Diagonal,46.44,1.68,False
90,3,3,Diagonal,90.17,1.68,True
90,3,3,Diagonal,91.00,1.70,True
90,3,3,Diagonal,91.39,1.64,True
90,3,4,Diagonal,92.22,1.66,True
90,3,4,Diagonal,91.87,1.68,True
90,3,4,Diagonal,95.06,1.69,True
90,3,4,Diagonal,95.23,1.68,True
90,3,5,Diagonal,91.34,1.66,True
90,3,5,Diagonal,94.81,1.67,True
90,3,5,Diagonal,94.78,1.65,True
90,3,5,Diagonal,94.94,1.67,True
90,3,6,Diagonal,95.45,1.67,True
90,3,6,Diagonal,95.34,1.66,True
90,3,6,Diagonal,95.16,1.67,True
90,3,6,Diagonal,95.05,1.67,True
90,3,7,Diagonal,94.89,1.68,True
90,3,7,Diagonal,95.07,1.65,True
90,3,7,Diagonal,95.01,1.66,True
90,3,7,Diagonal,95.24,1.65,True
90,3,8,Diagonal,95.23,1.65,True
90,3,8,Diagonal,95.28,1.68,True
90,3,8,Diagonal,95.27,1.66,True
90,3,8,Diagonal,95.31,1.66,True
90,7,1,Diagonal,94.95,1.66,True
90,7,1,Diagonal,94.85,1.65,True
90,7,1,Diagonal,94.55,1.68,True
90,7,1,Diagonal,95.00,1.66,True
90,7,2,Diagonal,94.92,1.69,True
90,7,2,Diagonal,95.32,1.65,True
90,7,2,Diagonal,95.29,1.68,True
90,7,2,Diagonal,95.03,1.65,True
90,7,3,Diagonal,95.30,1.67,True
90,7,3,Diagonal,95.03,1.65,True
90,7,3,Diagonal,95.04,1.67,True
90,7,3,Diagonal,95.31,1.66,True
90,7,4,Diagonal,95.25,1.66,True
90,7,4,Diagonal,95.40,1.66,True
90,7,4,Diagonal,95.50,1.65,True
90,7,4,Diagonal,95.31,1.66,True
90,7,5,Diagonal,95.05,1.69,True
90,7,5,Diagonal,95.09,1.65,True
90,7,5,Diagonal,95.22,1.67,True
90,7,5,Diagonal,95.01,1.67,True
90,7,6,Diagonal,95.23,1.66,True
90,7,6,Diagonal,95.20,1.66,True
90,7,6,Diagonal,95.12,1.67,True
90,7,6,Diagonal,94.92,1.65,True
90,7,7,Diagonal,94.96,1.65,True
90,7,7,Diagonal,95.13,1.68,True
90,7,7,Diagonal,94.76,1.65,True
90,7,7,Diagonal,95.02,1.65,True
90,7,8,Diagonal,95.17,1.67,True
90,7,8,Diagonal,95.21,1.66,True
90,7,8,Diagonal,95.07,1.66,True
90,7,8,Diagonal,95.13,1.65,True
90,23,1,Diagonal,95.45,1.68,True
90,23,1,Diagonal,95.62,1.66,True
90,23,1,Diagonal,95.41,1.67,True
90,23,1,Diagonal,95.79,1.65,True
90,23,2,Diagonal,95.68,1.68,True
90,23,2,Diagonal,96.08,1.65,True
90,23,2,Diagonal,96.09,1.65,True
90,23,2,Diagonal,96.13,1.66,True
90,23,3,Diagonal,48.96,1.68,False
90,23,3,Diagonal,95.06,1.67,True
90,23,3,Diagonal,49.65,1.67,False
90,23,3,Diagonal,93.66,1.69,True
90,23,4,Diagonal,48.47,1.67,False
90,23,4,Diagonal,96.26,1.66,True
90,23,4,Diagonal,49.65,1.65,False
90,23,4,Diagonal,47.93,1.68,False
90,23,5,Diagonal,93.90,1.65,True
90,23,5,Diagonal,95.53,1.66,True
90,23,5,Diagonal,50.04,1.67,False
90,23,5,Diagonal,95.88,1.64,True
90,23,6,Diagonal,95.62,1.67,True
90,23,6,Diagonal,95.76,1.66,True
90,23,6,Diagonal,95.73,1.66,True
90,23,6,Diagonal,95.87,1.68,True
90,23,7,Diagonal,96.31,1.64,True
90,23,7,Diagonal,95.67,1.65,True
90,23,7,Diagonal,95.77,1.66,True
90,23,7,Diagonal,94.88,1.70,True
90,23,8,Diagonal,96.14,1.65,True
90,23,8,Diagonal,96.09,1.64,True
90,23,8,Diagonal,96.39,1.65,True
90,23,8,Diagonal,96.20,1.65,True
50,0,1,Omnidirectional,95.06,1.66,True
50,0,1,Omnidirectional,94.89,1.66,True
50,0,1,Omnidirectional,94.97,1.67,True
50,0,1,Omnidirectional,95.09,1.66,True
50,3,1,Omnidirectional,94.84,1.67,True
50,3,1,Omnidirectional,94.94,1.66,True
50,3,1,Omnidirectional,94.95,1.65,True
50,3,1,Omnidirectional,94.77,1.68,True
50,3,2,Omnidirectional,95.06,1.67,True
50,3,2,Omnidirectional,95.43,1.66,True
50,3,2,Omnidirectional,95.43,1.67,True
50,3,2,Omnidirectional,95.35,1.68,True
50,3,3,Omnidirectional,95.19,1.66,True
50,3,3,Omnidirectional,95.15,1.66,True
50,3,3,Omnidirectional,94.56,1.66,True
50,3,3,Omnidirectional,95.08,1.68,True
50,3,4,Omnidirectional,94.97,1.65,True
50,3,4,Omnidirectional,95.19,1.64,True
50,3,4,Omnidirectional,1.81,5.99,False
50,3,4,Omnidirectional,95.28,1.66,True
50,3,5,Omnidirectional,1.82,5.84,False
50,3,5,Omnidirectional,2.10,6.13,False
50,3,5,Omnidirectional,1.82,5.98,False
50,3,5,Omnidirectional,1.83,6.15,False
50,3,6,Omnidirectional,1.70,6.07,False
50,3,6,Omnidirectional,1.96,6.05,False
50,3,6,Omnidirectional,1.95,5.95,False
50,3,6,Omnidirectional,1.99,5.97,False
50,3,7,Omnidirectional,1.87,6.17,False
50,3,7,Omnidirectional,1.86,5.89,False
50,3,7,Omnidirectional,1.80,6.00,False
50,3,7,Omnidirectional,1.84,5.97,False
50,3,8,Omnidirectional,1.91,6.13,False
50,3,8,Omnidirectional,1.84,5.90,False
50,3,8,Omnidirectional,1.97,6.12,False
50,3,8,Omnidirectional,2.04,6.14,False
50,7,1,Omnidirectional,1.90,5.98,False
50,7,1,Omnidirectional,1.79,6.00,False
50,7,1,Omnidirectional,1.79,6.04,False
50,7,1,Omnidirectional,1.96,6.12,False
